SeriesName,SeriesCode,CountryName,CountryCode,Year,Value
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,China,CHN,2013.0,328.184906
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,India,IND,2013.0,56.2184639
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Russian Federation,RUS,2013.0,811.1694336
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,South Africa,ZAF,2013.0,526.4995728
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Brazil,BRA,2013.0,6.147
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,China,CHN,2013.0,7.16
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,India,IND,2013.0,7.251
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Russian Federation,RUS,2013.0,13
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,South Africa,ZAF,2013.0,10.43
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Brazil,BRA,2013.0,44.51945722
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,China,CHN,2013.0,57.05029368
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,India,IND,2013.0,23.07121903
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Russian Federation,RUS,2013.0,62.3806417
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,South Africa,ZAF,2013.0,54.54249978
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Brazil,BRA,2013.0,3.55135873
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,China,CHN,2013.0,2.687081508
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,India,IND,2013.0,0.8650419302
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Russian Federation,RUS,2013.0,3.174057975
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,South Africa,ZAF,2013.0,4.211201891
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Brazil,BRA,2013.0,433.8414917
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,China,CHN,2013.0,187.2304535
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,India,IND,2013.0,12.97028542
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Russian Federation,RUS,2013.0,506.0126953
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,South Africa,ZAF,2013.0,287.1660461
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Brazil,BRA,2013.0,55.41260147
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,China,CHN,2013.0,42.89426041
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,India,IND,2013.0,76.65864563
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Russian Federation,RUS,2013.0,37.61935806
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,South Africa,ZAF,2013.0,43.48958206
Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,Brazil,BRA,2013.0,539.9950562
Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,China,CHN,2013.0,140.7724762
Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,India,IND,2013.0,43.09631348
Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,Russian Federation,RUS,2013.0,305.1567383
Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,South Africa,ZAF,2013.0,228.9724579
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Brazil,BRA,2013.0,1.764
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,China,CHN,2013.0,1.647
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,India,IND,2013.0,2.381
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Russian Federation,RUS,2013.0,1.707
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,South Africa,ZAF,2013.0,2.537
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Brazil,BRA,2013.0,2.3
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Russian Federation,RUS,2013.0,8.2
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Brazil,BRA,2013.0,78.193
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,China,CHN,2013.0,77.635
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,India,IND,2013.0,69.106
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Russian Federation,RUS,2013.0,76.3
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,South Africa,ZAF,2013.0,64.394
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Brazil,BRA,2013.0,70.838
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,China,CHN,2013.0,73.242
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,India,IND,2013.0,66.84
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Russian Federation,RUS,2013.0,65.13
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,South Africa,ZAF,2013.0,57.951
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Brazil,BRA,2013.0,74.483
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,China,CHN,2013.0,75.321
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,India,IND,2013.0,67.931
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Russian Federation,RUS,2013.0,70.57878049
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Africa,ZAF,2013.0,61.099
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Brazil,BRA,2013.0,8.4247646
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,China,CHN,2013.0,4.9961615
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Russian Federation,RUS,2013.0,6.0245328
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,South Africa,ZAF,2013.0,14.247887
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Brazil,BRA,2013.0,14.9
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,China,CHN,2013.0,10.8
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,India,IND,2013.0,38.8
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Russian Federation,RUS,2013.0,8.1
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,South Africa,ZAF,2013.0,29.2
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Brazil,BRA,2013.0,13.1
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,China,CHN,2013.0,10
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,India,IND,2013.0,39.3
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Russian Federation,RUS,2013.0,7.2
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,South Africa,ZAF,2013.0,26.7
"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,Brazil,BRA,2013.0,16.7
"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,China,CHN,2013.0,11.5
"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,India,IND,2013.0,38.4
"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,Russian Federation,RUS,2013.0,9
"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,South Africa,ZAF,2013.0,31.6
"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,Brazil,BRA,2013.0,10
"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,China,CHN,2013.0,6.4
"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,India,IND,2013.0,28.3
"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,Russian Federation,RUS,2013.0,4.8
"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,South Africa,ZAF,2013.0,10.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Brazil,BRA,2013.0,16.7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,China,CHN,2013.0,12.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,India,IND,2013.0,49.1
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Russian Federation,RUS,2013.0,9.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,South Africa,ZAF,2013.0,39.2
"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,Brazil,BRA,2013.0,14.7
"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,China,CHN,2013.0,11.6
"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,India,IND,2013.0,51.1
"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,Russian Federation,RUS,2013.0,8.4
"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,South Africa,ZAF,2013.0,36
"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,Brazil,BRA,2013.0,18.6
"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,China,CHN,2013.0,13.3
"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,India,IND,2013.0,47.1
"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,Russian Federation,RUS,2013.0,10.5
"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,South Africa,ZAF,2013.0,42.2
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Brazil,BRA,2013.0,84.79405029
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,China,CHN,2013.0,78.45564097
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,India,IND,2013.0,49.17080091
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Russian Federation,RUS,2013.0,88.80302821
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,South Africa,ZAF,2013.0,71.99543426
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Brazil,BRA,2013.0,40.67819773
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,China,CHN,2013.0,57.3390586
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Russian Federation,RUS,2013.0,59.73881172
"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,Brazil,BRA,2013.0,7.034986788
"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,China,CHN,2013.0,5.940289632
"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,India,IND,2013.0,9.519247929
"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,Russian Federation,RUS,2013.0,5.56111863
"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,South Africa,ZAF,2013.0,10.521717
"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,Brazil,BRA,2013.0,7.5727627
"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,China,CHN,2013.0,6.504622686
"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,India,IND,2013.0,9.67029596
"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,Russian Federation,RUS,2013.0,6.785611
"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,South Africa,ZAF,2013.0,11.07003362
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Brazil,BRA,2013.0,23.33560334
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,China,CHN,2013.0,18.24008942
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,India,IND,2013.0,29.427528
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Russian Federation,RUS,2013.0,15.9991742
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,South Africa,ZAF,2013.0,29.43121685
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Brazil,BRA,2013.0,69.17532426
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,China,CHN,2013.0,73.0809292
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,India,IND,2013.0,65.20848906
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Russian Federation,RUS,2013.0,70.77592948
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,South Africa,ZAF,2013.0,65.6756599
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Brazil,BRA,2013.0,7.4890724
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,China,CHN,2013.0,8.678981377
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,India,IND,2013.0,5.363982934
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Russian Federation,RUS,2013.0,13.22489632
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,South Africa,ZAF,2013.0,4.89312325
"Population ages 65 and above, female",SP.POP.65UP.FE.IN,Brazil,BRA,2013.0,8567039
"Population ages 65 and above, female",SP.POP.65UP.FE.IN,China,CHN,2013.0,61996853
"Population ages 65 and above, female",SP.POP.65UP.FE.IN,India,IND,2013.0,36001325
"Population ages 65 and above, female",SP.POP.65UP.FE.IN,Russian Federation,RUS,2013.0,12896559
"Population ages 65 and above, female",SP.POP.65UP.FE.IN,South Africa,ZAF,2013.0,1574336
"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,Brazil,BRA,2013.0,8.39967769
"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,China,CHN,2013.0,9.393127566
"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,India,IND,2013.0,5.856936854
"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,Russian Federation,RUS,2013.0,16.74682672
"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,South Africa,ZAF,2013.0,5.79058049
"Population ages 65 and above, male",SP.POP.65UP.MA.IN,Brazil,BRA,2013.0,6488695
"Population ages 65 and above, male",SP.POP.65UP.MA.IN,China,CHN,2013.0,55809624
"Population ages 65 and above, male",SP.POP.65UP.MA.IN,India,IND,2013.0,32702737
"Population ages 65 and above, male",SP.POP.65UP.MA.IN,Russian Federation,RUS,2013.0,6083183
"Population ages 65 and above, male",SP.POP.65UP.MA.IN,South Africa,ZAF,2013.0,1052638
"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,Brazil,BRA,2013.0,6.551363311
"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,China,CHN,2013.0,8.003026755
"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,India,IND,2013.0,4.909084469
"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,Russian Federation,RUS,2013.0,9.147915542
"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,South Africa,ZAF,2013.0,3.972016637
Population growth (annual %),SP.POP.GROW,Brazil,BRA,2013.0,0.8736031912
Population growth (annual %),SP.POP.GROW,China,CHN,2013.0,0.4937096335
Population growth (annual %),SP.POP.GROW,India,IND,2013.0,1.18301607
Population growth (annual %),SP.POP.GROW,Russian Federation,RUS,2013.0,0.2129507045
Population growth (annual %),SP.POP.GROW,South Africa,ZAF,2013.0,1.605751699
Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,Brazil,BRA,2013.0,23.1
Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,China,CHN,2013.0,17.6
Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,India,IND,2013.0,58.5
Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,Russian Federation,RUS,2013.0,24.1
Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,South Africa,ZAF,2013.0,37
"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,China,CHN,2013.0,9.1
"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,China,CHN,2013.0,8.1
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Brazil,BRA,2013.0,2.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,China,CHN,2013.0,2.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,India,IND,2013.0,15.9
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Russian Federation,RUS,2013.0,2.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,South Africa,ZAF,2013.0,4.2
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,China,CHN,2013.0,2.4
"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,China,CHN,2013.0,1.9
"Probability of dying among adolescents ages 10-14 years (per 1,000)",SH.DYN.1014,Brazil,BRA,2013.0,1.6
"Probability of dying among adolescents ages 10-14 years (per 1,000)",SH.DYN.1014,China,CHN,2013.0,1.1
"Probability of dying among adolescents ages 10-14 years (per 1,000)",SH.DYN.1014,India,IND,2013.0,3.5
"Probability of dying among adolescents ages 10-14 years (per 1,000)",SH.DYN.1014,Russian Federation,RUS,2013.0,1.5
"Probability of dying among adolescents ages 10-14 years (per 1,000)",SH.DYN.1014,South Africa,ZAF,2013.0,4.1
"Probability of dying among adolescents ages 15-19 years (per 1,000)",SH.DYN.1519,Brazil,BRA,2013.0,6.2
"Probability of dying among adolescents ages 15-19 years (per 1,000)",SH.DYN.1519,China,CHN,2013.0,1.6
"Probability of dying among adolescents ages 15-19 years (per 1,000)",SH.DYN.1519,India,IND,2013.0,5.4
"Probability of dying among adolescents ages 15-19 years (per 1,000)",SH.DYN.1519,Russian Federation,RUS,2013.0,3.9
"Probability of dying among adolescents ages 15-19 years (per 1,000)",SH.DYN.1519,South Africa,ZAF,2013.0,7.9
"Probability of dying among children ages 5-9 years (per 1,000)",SH.DYN.0509,Brazil,BRA,2013.0,1.2
"Probability of dying among children ages 5-9 years (per 1,000)",SH.DYN.0509,China,CHN,2013.0,1.2
"Probability of dying among children ages 5-9 years (per 1,000)",SH.DYN.0509,India,IND,2013.0,4.1
"Probability of dying among children ages 5-9 years (per 1,000)",SH.DYN.0509,Russian Federation,RUS,2013.0,1.2
"Probability of dying among children ages 5-9 years (per 1,000)",SH.DYN.0509,South Africa,ZAF,2013.0,4.5
"Probability of dying among youth ages 20-24 years (per 1,000)",SH.DYN.2024,Brazil,BRA,2013.0,8.1
"Probability of dying among youth ages 20-24 years (per 1,000)",SH.DYN.2024,China,CHN,2013.0,2.7
"Probability of dying among youth ages 20-24 years (per 1,000)",SH.DYN.2024,India,IND,2013.0,7.5
"Probability of dying among youth ages 20-24 years (per 1,000)",SH.DYN.2024,Russian Federation,RUS,2013.0,7.2
"Probability of dying among youth ages 20-24 years (per 1,000)",SH.DYN.2024,South Africa,ZAF,2013.0,16.3
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,Brazil,BRA,2013.0,13.7
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,China,CHN,2013.0,34.1
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,India,IND,2013.0,47.8
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,Russian Federation,RUS,2013.0,21
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,South Africa,ZAF,2013.0,15
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Brazil,BRA,2013.0,1.05
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,China,CHN,2013.0,1.146
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,India,IND,2013.0,1.099
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Russian Federation,RUS,2013.0,1.059
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,South Africa,ZAF,2013.0,1.031
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Brazil,BRA,2013.0,11.5
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,China,CHN,2013.0,2.1
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,India,IND,2013.0,2.4
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Russian Federation,RUS,2013.0,23
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,South Africa,ZAF,2013.0,8.6
"Smoking prevalence, males (% of adults)",SH.PRV.SMOK.MA,Brazil,BRA,2013.0,19.7
"Smoking prevalence, males (% of adults)",SH.PRV.SMOK.MA,China,CHN,2013.0,49.6
"Smoking prevalence, males (% of adults)",SH.PRV.SMOK.MA,India,IND,2013.0,22.6
"Smoking prevalence, males (% of adults)",SH.PRV.SMOK.MA,Russian Federation,RUS,2013.0,60
"Smoking prevalence, males (% of adults)",SH.PRV.SMOK.MA,South Africa,ZAF,2013.0,33.5
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,Brazil,BRA,2013.0,15.5
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,China,CHN,2013.0,26.4
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,India,IND,2013.0,12.8
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,Russian Federation,RUS,2013.0,39.8
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,South Africa,ZAF,2013.0,20.6
"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,Brazil,BRA,2013.0,83.9189164
"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,China,CHN,2013.0,87.5392486
"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,India,IND,2013.0,72.6018084
"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,Russian Federation,RUS,2013.0,81.9708854
"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,South Africa,ZAF,2013.0,60.9975418
"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,Brazil,BRA,2013.0,71.6245066
"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,China,CHN,2013.0,81.3018128
"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,India,IND,2013.0,66.4265808
"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,Russian Federation,RUS,2013.0,56.635997
"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,South Africa,ZAF,2013.0,45.3991108
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Brazil,BRA,2014.0,62.0762
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,China,CHN,2014.0,7.4802
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,India,IND,2014.0,22.102
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Russian Federation,RUS,2014.0,24.1316
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,South Africa,ZAF,2014.0,70.3488
Age dependency ratio (% of working-age population),SP.POP.DPND,Brazil,BRA,2014.0,44.11169781
Age dependency ratio (% of working-age population),SP.POP.DPND,China,CHN,2014.0,37.1756399
Age dependency ratio (% of working-age population),SP.POP.DPND,India,IND,2014.0,52.44836675
Age dependency ratio (% of working-age population),SP.POP.DPND,Russian Federation,RUS,2014.0,42.49525525
Age dependency ratio (% of working-age population),SP.POP.DPND,South Africa,ZAF,2014.0,52.2185595
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Brazil,BRA,2014.0,11.15696818
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,China,CHN,2014.0,12.29971303
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,India,IND,2014.0,8.352029535
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Russian Federation,RUS,2014.0,19.04080179
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,South Africa,ZAF,2014.0,7.539312879
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Brazil,BRA,2014.0,32.95472963
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,China,CHN,2014.0,24.87592687
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,India,IND,2014.0,44.09633722
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Russian Federation,RUS,2014.0,23.45445346
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,South Africa,ZAF,2014.0,44.67924662
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Brazil,BRA,2014.0,14.624
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,China,CHN,2014.0,12.37
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,India,IND,2014.0,18.984
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Russian Federation,RUS,2014.0,13.3
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,South Africa,ZAF,2014.0,22.113
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Brazil,BRA,2014.0,8.396054059
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,China,CHN,2014.0,4.773227125
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,India,IND,2014.0,3.619565442
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Russian Federation,RUS,2014.0,5.188795552
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,South Africa,ZAF,2014.0,7.930148393
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Brazil,BRA,2014.0,1009.828674
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,China,CHN,2014.0,361.7244263
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,India,IND,2014.0,57.15113831
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Russian Federation,RUS,2014.0,742.2849731
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,South Africa,ZAF,2014.0,509.8332214
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Brazil,BRA,2014.0,6.195
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,China,CHN,2014.0,7.16
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,India,IND,2014.0,7.212
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Russian Federation,RUS,2014.0,13.1
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,South Africa,ZAF,2014.0,10.044
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Brazil,BRA,2014.0,44.05274689
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,China,CHN,2014.0,58.41549039
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,India,IND,2014.0,23.66404235
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Russian Federation,RUS,2014.0,61.78654432
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,South Africa,ZAF,2014.0,53.71285677
